 Scan No., Date, Room Id, In/Out, Room Type, MAC, Signal Strength
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-69
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:54,-69
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e4,-70
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:52,-70
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-73
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-73
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e1,-73
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-74
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e2,-74
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-75
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a1,-80
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:00,-81
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a0,-81
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:aa,-82
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a2,-82
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:ac,-83
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:01,-83
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-84
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-84
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:04,-85
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:02,-85
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:41,-85
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-86
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a4,-86
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-86
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-86
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:49,-86
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-88
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:09,-89
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-89
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:0c,-89
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-90
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:44,-90
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:0a,-90
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:42,-91
8, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a0,-92
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-59
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-63
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-63
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e1,-63
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e0,-65
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e2,-65
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-68
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e4,-68
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-69
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:41,-72
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:42,-72
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:40,-73
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-74
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-74
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-74
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-74
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:44,-74
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-74
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-75
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-76
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a1,-79
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-79
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-79
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a4,-79
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-80
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-80
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-81
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a2,-81
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-84
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-85
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:44,-85
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:01,-86
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:42,-86
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-87
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-87
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-87
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:41,-87
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:04,-88
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:02,-88
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:09,-89
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:8a,-91
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:49,-92
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:88,-93
9, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:89,-93
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-58
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-59
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-59
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-59
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-60
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e0,-62
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e4,-63
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e2,-63
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e1,-64
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-65
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-66
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:54,-66
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:52,-67
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-68
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:40,-68
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:41,-71
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:44,-71
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:42,-71
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-73
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-73
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-73
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-76
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-77
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-77
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a2,-77
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a1,-78
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-78
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-79
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a4,-80
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-80
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-81
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:02,-84
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-84
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-84
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:00,-84
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:01,-85
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:04,-85
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:42,-85
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-86
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:44,-87
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-87
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:4a,-87
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-88
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:41,-88
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:49,-89
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:49,-89
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:4c,-89
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:4c,-89
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:48,-89
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:4a,-89
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-90
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-90
10, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:48,-92
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-58
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-58
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-60
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-64
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-65
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-71
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-71
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-72
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-72
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-72
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-73
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-73
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-75
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-77
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-78
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-80
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-81
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-82
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a2,-83
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a4,-84
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-84
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:49,-86
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-87
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:09,-87
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-88
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:41,-89
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:48,-91
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:4c,-92
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:49,-94
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:4a,-94
11, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 78:44:76:0b:57:58,-99
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-53
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-54
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-55
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-55
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-55
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-68
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-69
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-79
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-80
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-80
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-81
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-81
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-81
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-81
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-81
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-83
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-83
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-84
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:09,-84
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-84
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-85
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:4a,-85
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-86
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:4c,-86
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:41,-87
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a0,-90
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a1,-90
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-91
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:4c,-91
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a4,-91
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:8a,-91
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:49,-92
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:88,-92
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:8c,-93
12, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 78:44:76:0b:57:58,-96
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-56
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-56
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-56
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-65
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-66
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-66
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-66
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-72
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-72
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-72
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-73
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-74
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-80
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-82
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-84
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-84
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-85
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:49,-85
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:09,-87
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-88
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-88
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:aa,-88
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:41,-89
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-89
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-89
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-90
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:89,-92
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:8a,-93
13, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 78:44:76:0b:57:58,-98
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-56
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-63
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-63
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-65
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-67
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-72
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-75
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-75
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-77
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-80
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-81
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-81
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-83
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-86
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:41,-87
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-87
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-87
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:40,-88
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-88
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-88
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-88
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a4,-88
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a1,-88
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a0,-89
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a2,-89
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:09,-90
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-90
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:8a,-92
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:89,-92
14, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 78:44:76:0b:57:58,-97
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-57
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-57
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-57
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-69
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-70
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-76
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-78
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-78
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-80
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-80
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-80
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:ac,-81
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-82
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-82
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-83
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-83
15, 2014-Sep-19, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-83
