 Scan No., Date, Room Id, In/Out, Room Type, MAC, Signal Strength
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a9,-81
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:aa,-81
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:49,-82
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-82
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a8,-82
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:0b,-83
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:40,-87
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a2,-88
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:39:88,-89
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:43,-89
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a1,-89
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:c8,-90
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:c9,-90
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 16:0c:c3:de:bc:68,-90
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:ca,-90
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:41,-90
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:42,-90
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:cb,-91
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:39:8b,-91
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:6d:08,-91
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:6d:09,-91
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:39:8a,-92
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a0,-92
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:39:89,-93
3, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:20,-94
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:90,-54
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:90,-54
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:93,-54
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:88,-63
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:8a,-64
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:8b,-65
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a8,-65
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:88,-66
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:48,-67
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:89,-68
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:49,-69
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:4b,-69
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:ab,-69
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:4a,-70
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:48,-71
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:68,-71
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:6b,-72
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:69,-73
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:ab,-74
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:68,-74
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a8,-75
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:ab,-75
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:6a,-75
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a8,-75
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:aa,-75
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:28,-76
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:2a,-76
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a9,-76
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:2b,-77
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:4b,-77
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:4a,-77
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:28,-78
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:2b,-78
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:28,-78
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-78
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a8,-79
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-79
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:49,-80
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:aa,-80
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a9,-81
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a8,-81
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:29,-81
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:08,-84
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:21,-85
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:20,-85
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:23,-85
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:0b,-86
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:20,-86
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:22,-86
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:49,-87
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:42,-88
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:c8,-89
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:40,-89
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:48,-89
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:43,-90
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:41,-90
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 16:0c:c3:de:bc:68,-92
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:cb,-93
4, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:ca,-93
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:90,-55
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:93,-55
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:90,-56
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:88,-65
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:8b,-66
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:89,-67
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:88,-67
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:8a,-68
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:48,-70
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:ab,-71
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:6b,-71
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:49,-72
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:48,-72
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:4b,-72
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:4a,-72
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a8,-72
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:6a,-72
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:ab,-73
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:69,-73
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a8,-73
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a8,-74
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:68,-74
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:68,-74
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a9,-74
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:ab,-74
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a8,-75
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:aa,-75
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:28,-76
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:2b,-77
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:28,-78
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:29,-78
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-78
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:4a,-78
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:4b,-79
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-79
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a9,-79
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:2a,-80
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a8,-80
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:aa,-80
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:28,-81
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:49,-81
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:2b,-82
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:08,-82
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:0b,-84
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:41,-84
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:42,-84
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:40,-85
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:43,-85
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:23,-86
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:20,-86
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:20,-87
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:21,-88
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:22,-89
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:48,-89
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:4c,-89
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:49,-90
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:c9,-90
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:49,-90
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:4a,-90
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:cb,-91
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:c8,-92
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:80:ca,-92
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 16:0c:c3:de:bc:68,-94
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:74:e8,-94
5, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:ab:0d:ab,-94
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:90,-55
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:93,-55
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:90,-56
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:92,-57
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:91,-58
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:88,-64
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:8a,-65
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:8b,-66
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:89,-66
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:ab,-66
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a8,-66
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:88,-67
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:4b,-68
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:49,-69
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:4a,-69
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:48,-70
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:48,-71
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:81,-71
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:82,-71
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:83,-73
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:68,-74
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:68,-74
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:ab,-74
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a8,-75
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:6b,-75
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a8,-75
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:69,-76
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:6a,-76
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a2,-76
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a3,-76
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:ab,-77
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:2b,-77
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:28,-78
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a1,-78
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:4b,-79
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-80
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:43,-80
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:40,-80
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:42,-80
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a9,-81
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:49,-81
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:4a,-81
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:08,-82
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:41,-82
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a8,-83
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:28,-83
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:29,-83
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:0b,-83
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:2a,-83
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-83
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:2b,-84
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:aa,-85
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:21,-85
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:49,-88
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:23,-88
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:22,-88
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:48,-88
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:4c,-88
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:4a,-89
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:48,-89
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:20,-90
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:48,-90
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:81:ac,-91
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:81:a8,-91
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:4a,-91
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:49,-92
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:4c,-92
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:81:aa,-92
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:81:a9,-93
6, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:26:75:a0:3e:30,-97
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:90,-53
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:90,-54
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:93,-54
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:83,-57
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:80,-57
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:81,-58
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:81:6f:82,-59
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:8a,-63
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:8b,-64
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:89,-64
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:88,-64
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:88,-65
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:ab,-67
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:4b,-68
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a8,-69
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:49,-70
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:81,-70
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:82,-70
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:48,-71
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:4a,-71
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:48,-71
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:83,-71
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:ab,-73
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:6b,-73
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:ab,-73
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9a:80,-73
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a9,-74
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a8,-74
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:85:a8,-75
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:6a,-75
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:aa,-75
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:9b:68,-76
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:8f:a8,-76
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:2b,-77
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:28,-77
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a0,-77
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:28,-78
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:2b,-78
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:29,-78
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:2a,-78
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a3,-78
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a1,-78
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:28,-79
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7b:a2,-79
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-81
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:4b,-82
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:4a,-82
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:49,-83
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:0b,-84
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:48,-84
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:a9:59:08,-84
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:3a:23,-85
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:4c,-86
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:48,-87
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:4a,-87
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:20,-87
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:49,-88
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:37:23,-88
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:70:48,-89
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:40,-89
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:48,-90
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:ab:0d:a8,-90
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:83:43,-90
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:49,-91
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:7e:4a,-91
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:81:aa,-91
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:81:ac,-92
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:81:a8,-92
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:b6:81:a9,-92
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:ab:0d:a9,-92
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:1a:1e:ab:0d:aa,-94
7, 2014-Sep-24, EN15-7-52, Inside, Lab, 00:26:75:a0:3e:30,-96
