LocationId, ScanNo, Date, Time, RoomId, InOut, RoomType, MAC, SignalStrength, Connected
6,2, 2014-Sep-19, 17:43:15, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-88, No
6,2, 2014-Sep-19, 17:43:15, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:48,-88, No
6,2, 2014-Sep-19, 17:43:15, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:4a,-89, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-58, Yes
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-59, Yes
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-60, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-62, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e4,-62, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e2,-62, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-63, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-63, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-63, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-69, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-70, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-71, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-71, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-71, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-74, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-74, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-83, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-83, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-84, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-84, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:09,-84, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-84, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-85, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-85, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-85, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:69,-87, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:68,-88, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:6a,-88, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:4a,-88, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:6b,-89, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:80,-89, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:84,-89, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:ac,-90, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:81,-90, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:aa,-90, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:82,-90, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a8,-91, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:4c,-91, No
6,3, 2014-Sep-19, 17:43:20, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-92, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-56, Yes
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-58, Yes
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-58, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-59, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-61, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-63, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-65, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-68, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-69, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-69, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-69, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-70, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-72, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-74, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-74, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-81, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-82, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:04,-83, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:02,-84, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-87, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-87, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-87, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a9,-87, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:aa,-88, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-89, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:ac,-89, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:a8,-90, No
6,4, 2014-Sep-19, 17:43:25, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8a:41,-90, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-59, Yes
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-59, Yes
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-60, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-61, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-63, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-64, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-64, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-74, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-74, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-82, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-82, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-83, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a4,-83, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-84, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a2,-84, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-85, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-85, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-85, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-86, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-86, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:80,-86, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:63,-87, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:82,-87, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:49,-89, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-89, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:60,-89, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:61,-89, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:81,-89, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:62,-89, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:4c,-90, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:4a,-90, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:48,-91, No
6,5, 2014-Sep-19, 17:43:30, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:84,-92, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-56, Yes
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-60, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-61, Yes
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-61, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-61, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-66, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-66, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-68, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-70, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-78, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-78, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-78, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-79, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-81, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-81, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-81, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-82, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-87, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:04,-87, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:02,-88, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:68,-90, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:6b,-90, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:69,-90, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-91, No
6,6, 2014-Sep-19, 17:43:35, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:6a,-91, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-58, Yes
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ec,-58, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:ea,-58, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-61, Yes
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-61, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-61, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-61, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-69, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-70, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-78, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-80, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-82, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-83, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-83, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-83, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-84, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:00,-84, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:01,-86, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:82,-86, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:80,-87, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:60,-88, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-89, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:02,-89, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:81,-89, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:84,-89, No
6,7, 2014-Sep-19, 17:43:40, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:04,-91, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-59, Yes
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-60, Yes
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-60, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-66, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-66, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-70, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-70, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-70, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-71, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-71, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-71, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-71, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:04,-81, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-81, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:01,-82, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:00,-82, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a1,-83, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a0,-84, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-86, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:79:81,-87, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a9,-87, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:a8,-87, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:09,-87, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:08,-87, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:0a,-88, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:0c,-89, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:48,-89, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:9a:49,-89, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:68,-89, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:6a,-89, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:41:aa,-89, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:69,-90, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8c:49,-90, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:6b,-90, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8a:42,-91, No
6,8, 2014-Sep-19, 17:43:45, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8a:44,-92, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-58, Yes
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-61, Yes
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-62, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:50,-64, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:51,-65, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-66, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0c,-68, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:0a,-68, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:ac,-71, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:41,-71, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:aa,-71, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:09,-72, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-72, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:40,-72, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:08,-73, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:42,-75, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:85:e1:44,-78, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a8,-81, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b8:76:a9,-81, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:02,-81, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:01,-82, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:97:04,-83, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:68,-90, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:69,-90, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:6b,-90, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:59:6a,-90, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8a:42,-90, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8a:44,-91, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:8a:40,-92, No
6,9, 2014-Sep-19, 17:43:50, EN21-5-107/1, Inside, TutRm, 9c:1c:12:ad:b4:83,-92, No
6,10, 2014-Sep-19, 17:43:55, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-59, Yes
6,10, 2014-Sep-19, 17:43:55, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e9,-60, No
6,10, 2014-Sep-19, 17:43:55, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e1,-60, No
6,10, 2014-Sep-19, 17:43:55, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e0,-60, No
6,10, 2014-Sep-19, 17:43:55, EN21-5-107/1, Inside, TutRm, 00:1a:1e:b6:98:e8,-61, Yes
